harga,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi,kota
390000000.0,30.0,60.0,2.0,1.0,0.0,Bekasi
409000000.0,40.0,60.0,2.0,1.0,0.0,Bekasi
168000000.0,30.0,60.0,2.0,1.0,1.0,Bekasi
300000000.0,36.0,60.0,2.0,1.0,0.0,Bekasi
1650000000.0,100.0,123.0,4.0,1.0,0.0,Bekasi
450000000.0,100.0,120.0,3.0,2.0,1.0,Bekasi
900000000.0,100.0,150.0,3.0,2.0,0.0,Bekasi
750000000.0,100.0,50.0,3.0,2.0,1.0,Bekasi
1050000000.0,90.0,72.0,3.0,2.0,2.0,Bekasi
2500000000.0,200.0,194.0,3.0,2.0,0.0,Bekasi
300000000.0,45.0,52.0,2.0,1.0,0.0,Bekasi
795000000.0,150.0,90.0,4.0,2.0,0.0,Bekasi
1000000000.0,108.0,72.0,3.0,2.0,0.0,Bekasi
1900000000.0,66.0,136.0,3.0,2.0,0.0,Bekasi
1180000000.0,77.0,84.0,3.0,3.0,0.0,Bekasi
1430000000.0,95.0,105.0,4.0,3.0,0.0,Bekasi
1180000000.0,77.0,84.0,3.0,2.0,1.0,Bekasi
400000000.0,38.0,60.0,2.0,1.0,0.0,Bekasi
1470000000.0,62.0,84.0,2.0,2.0,0.0,Bekasi
440000000.0,54.0,78.0,2.0,2.0,0.0,Bekasi
324000000.0,36.0,72.0,2.0,1.0,0.0,Bekasi
764000000.0,83.0,78.0,3.0,3.0,0.0,Bekasi
764000000.0,83.0,78.0,3.0,3.0,0.0,Bekasi
764000000.0,83.0,78.0,3.0,3.0,0.0,Bekasi
1900000000.0,195.0,150.0,3.0,3.0,0.0,Bekasi
650000000.0,68.0,50.0,2.0,2.0,0.0,Bekasi
1450000000.0,272.0,158.0,4.0,3.0,2.0,Bekasi
650000000.0,68.0,50.0,2.0,2.0,0.0,Bekasi
925000000.0,80.0,108.0,3.0,2.0,0.0,Bekasi
950000000.0,87.0,66.0,3.0,2.0,0.0,Bekasi
1300000000.0,150.0,95.0,4.0,2.0,0.0,Bekasi
1350000000.0,150.0,95.0,4.0,2.0,1.0,Bekasi
490000000.0,30.0,66.0,2.0,1.0,0.0,Bekasi
650000000.0,100.0,120.0,3.0,2.0,1.0,Bekasi
770000000.0,60.0,91.0,2.0,1.0,0.0,Bekasi
720000000.0,85.0,100.0,2.0,1.0,1.0,Bekasi
875000000.0,100.0,66.0,3.0,2.0,1.0,Bekasi
875000000.0,100.0,66.0,3.0,2.0,1.0,Bekasi
875000000.0,100.0,66.0,3.0,2.0,1.0,Bekasi
1490000000.0,135.0,72.0,3.0,2.0,0.0,Bekasi
2750000000.0,250.0,168.0,4.0,3.0,0.0,Bekasi
1900000000.0,110.0,72.0,3.0,2.0,0.0,Bekasi
850000000.0,90.0,113.0,3.0,2.0,0.0,Bekasi
1900000000.0,110.0,72.0,3.0,2.0,0.0,Bekasi
1590000000.0,165.0,150.0,5.0,3.0,0.0,Bekasi
3100000000.0,250.0,179.0,5.0,3.0,0.0,Bekasi
700000000.0,55.0,78.0,4.0,2.0,2.0,Bekasi
930000000.0,48.0,60.0,2.0,2.0,0.0,Bekasi
2000000000.0,105.0,90.0,3.0,3.0,1.0,Bekasi
2700000000.0,165.0,126.0,6.0,4.0,0.0,Bekasi
420000000.0,36.0,60.0,2.0,1.0,0.0,Bekasi
1200000000.0,90.0,107.0,3.0,1.0,1.0,Bekasi
2300000000.0,143.0,200.0,3.0,2.0,0.0,Bekasi
1950000000.0,156.0,164.0,7.0,2.0,0.0,Bekasi
2000000000.0,110.0,105.0,2.0,2.0,1.0,Bekasi
764000000.0,83.0,78.0,3.0,3.0,0.0,Bekasi
764000000.0,83.0,78.0,3.0,3.0,0.0,Bekasi
1400000000.0,90.0,194.0,3.0,2.0,1.0,Bekasi
385000000.0,45.0,72.0,2.0,2.0,1.0,Bekasi
950000000.0,100.0,90.0,3.0,2.0,0.0,Bekasi
345000000.0,38.0,60.0,3.0,1.0,0.0,Bekasi
180000000.0,30.0,75.0,3.0,2.0,0.0,Bekasi
250000000.0,50.0,60.0,2.0,1.0,1.0,Bekasi
481000000.0,36.0,72.0,2.0,1.0,0.0,Bekasi
555000000.0,72.0,27.0,2.0,1.0,0.0,Bekasi
375000000.0,40.0,70.0,2.0,1.0,1.0,Bekasi
723000000.0,121.0,80.0,3.0,2.0,1.0,Bekasi
495000000.0,80.0,120.0,2.0,1.0,0.0,Bekasi
850000000.0,53.0,60.0,3.0,2.0,1.0,Bekasi
400000000.0,42.0,77.0,2.0,1.0,2.0,Bekasi
777000000.0,58.0,84.0,2.0,1.0,0.0,Bekasi
625000000.0,48.0,72.0,2.0,1.0,0.0,Bekasi
1000000000.0,90.0,72.0,3.0,2.0,0.0,Bekasi
1400000000.0,133.0,144.0,4.0,4.0,0.0,Bekasi
650000000.0,70.0,84.0,2.0,2.0,0.0,Bekasi
700000000.0,60.0,82.0,3.0,2.0,2.0,Bekasi
418000000.0,36.0,72.0,3.0,1.0,0.0,Bekasi
320000000.0,50.0,60.0,2.0,1.0,1.0,Bekasi
370000000.0,50.0,60.0,2.0,1.0,1.0,Bekasi
325000000.0,45.0,60.0,2.0,1.0,1.0,Bekasi
750000000.0,80.0,119.0,2.0,1.0,2.0,Bekasi
450000000.0,45.0,60.0,2.0,1.0,1.0,Bekasi
600000000.0,70.0,110.0,2.0,1.0,1.0,Bekasi
600000000.0,70.0,110.0,2.0,2.0,1.0,Bekasi
325000000.0,45.0,60.0,2.0,1.0,1.0,Bekasi
435000000.0,45.0,60.0,2.0,1.0,1.0,Bekasi
750000000.0,80.0,119.0,2.0,1.0,2.0,Bekasi
800000000.0,150.0,78.0,4.0,2.0,1.0,Bekasi
480000000.0,45.0,60.0,2.0,1.0,1.0,Bekasi
250000000.0,42.0,60.0,2.0,1.0,0.0,Bekasi
550000000.0,70.0,74.0,2.0,2.0,1.0,Bekasi
2900000000.0,140.0,241.0,5.0,3.0,0.0,Bekasi
4800000000.0,300.0,220.0,3.0,2.0,0.0,Bekasi
975000000.0,80.0,93.0,2.0,2.0,1.0,Bekasi
1400000000.0,180.0,180.0,3.0,1.0,0.0,Bekasi
550000000.0,50.0,72.0,2.0,1.0,0.0,Bekasi
1350000000.0,150.0,180.0,2.0,2.0,0.0,Bekasi
850000000.0,69.0,90.0,3.0,1.0,0.0,Bekasi
1100000000.0,117.0,135.0,4.0,2.0,0.0,Bekasi
950000000.0,80.0,93.0,3.0,2.0,1.0,Bekasi
950000000.0,80.0,65.0,3.0,2.0,1.0,Bekasi
695000000.0,90.0,79.0,3.0,2.0,0.0,Bekasi
695000000.0,90.0,70.0,3.0,2.0,0.0,Bekasi
980000000.0,78.0,135.0,2.0,1.0,0.0,Bekasi
470000000.0,50.0,70.0,2.0,1.0,1.0,Bekasi
496000000.0,36.0,72.0,2.0,1.0,0.0,Bekasi
600000000.0,120.0,80.0,2.0,2.0,0.0,Bekasi
399000000.0,54.0,72.0,2.0,1.0,0.0,Bekasi
450000000.0,50.0,72.0,2.0,1.0,0.0,Bekasi
2300000000.0,143.0,200.0,3.0,2.0,0.0,Bekasi
475000000.0,112.0,112.0,3.0,2.0,0.0,Bekasi
1300000000.0,140.0,126.0,6.0,3.0,2.0,Bekasi
265000000.0,36.0,60.0,2.0,1.0,0.0,Bekasi
380000000.0,45.0,100.0,2.0,1.0,0.0,Bekasi
160000000.0,50.0,60.0,3.0,1.0,0.0,Bekasi
525000000.0,80.0,60.0,3.0,2.0,0.0,Bekasi
770000000.0,75.0,105.0,2.0,1.0,0.0,Bekasi
750000000.0,54.0,78.0,2.0,1.0,0.0,Bekasi
690000000.0,55.0,90.0,2.0,2.0,2.0,Bekasi
700000000.0,45.0,78.0,3.0,2.0,2.0,Bekasi
995000000.0,70.0,78.0,3.0,2.0,1.0,Bekasi
570000000.0,60.0,72.0,2.0,1.0,0.0,Bekasi
570000000.0,45.0,84.0,2.0,1.0,0.0,Bekasi
600000000.0,50.0,90.0,3.0,2.0,0.0,Bekasi
450000000.0,48.0,72.0,2.0,1.0,0.0,Bekasi
1150000000.0,170.0,90.0,3.0,2.0,2.0,Bekasi
1150000000.0,170.0,90.0,3.0,2.0,2.0,Bekasi
1100000000.0,220.0,182.0,4.0,2.0,0.0,Bekasi
500000000.0,70.0,114.0,3.0,2.0,0.0,Bekasi
2400000000.0,300.0,225.0,3.0,2.0,0.0,Bekasi
2400000000.0,300.0,225.0,3.0,2.0,0.0,Bekasi
1290000000.0,160.0,94.0,3.0,2.0,0.0,Bekasi
690000000.0,100.0,140.0,4.0,3.0,0.0,Bogor
995000000.0,100.0,129.0,3.0,2.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
1440000000.0,110.0,90.0,3.0,2.0,1.0,Bogor
550000000.0,80.0,90.0,2.0,1.0,0.0,Bogor
1000000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
1440000000.0,110.0,90.0,3.0,2.0,1.0,Bogor
3000000000.0,196.0,162.0,4.0,2.0,0.0,Bogor
1380000000.0,150.0,105.0,3.0,2.0,1.0,Bogor
945000000.0,90.0,70.0,3.0,1.0,1.0,Bogor
1440000000.0,110.0,90.0,3.0,2.0,1.0,Bogor
1380000000.0,150.0,105.0,3.0,2.0,1.0,Bogor
2000000000.0,200.0,144.0,5.0,6.0,1.0,Bogor
1800000000.0,90.0,224.0,2.0,1.0,0.0,Bogor
650000000.0,100.0,90.0,2.0,2.0,1.0,Bogor
1900000000.0,120.0,216.0,2.0,3.0,1.0,Bogor
900000000.0,90.0,90.0,2.0,1.0,1.0,Bogor
850000000.0,130.0,139.0,3.0,2.0,0.0,Bogor
650000000.0,100.0,90.0,2.0,2.0,1.0,Bogor
1300000000.0,62.0,150.0,2.0,1.0,0.0,Bogor
2150000000.0,110.0,216.0,2.0,4.0,1.0,Bogor
1300000000.0,160.0,117.0,5.0,3.0,0.0,Bogor
1250000000.0,105.0,144.0,3.0,2.0,0.0,Bogor
700000000.0,40.0,137.0,2.0,1.0,1.0,Bogor
1900000000.0,102.0,126.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
2500000000.0,300.0,180.0,4.0,4.0,0.0,Bogor
1300000000.0,62.0,150.0,2.0,1.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
1000000000.0,63.0,150.0,2.0,1.0,0.0,Bogor
1250000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2400000000.0,145.0,183.0,3.0,3.0,1.0,Bogor
1200000000.0,240.0,120.0,4.0,4.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1250000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
1300000000.0,62.0,150.0,2.0,1.0,0.0,Bogor
1250000000.0,88.0,144.0,3.0,2.0,0.0,Bogor
1000000000.0,63.0,150.0,2.0,1.0,0.0,Bogor
2500000000.0,300.0,180.0,4.0,4.0,0.0,Bogor
750000000.0,60.0,105.0,2.0,2.0,0.0,Bogor
1250000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
1250000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1000000000.0,63.0,150.0,2.0,1.0,0.0,Bogor
1250000000.0,88.0,144.0,3.0,3.0,0.0,Bogor
550000000.0,60.0,84.0,2.0,2.0,0.0,Bogor
1500000000.0,141.0,141.0,5.0,3.0,0.0,Bogor
575000000.0,65.0,81.0,3.0,2.0,0.0,Bogor
825000000.0,65.0,90.0,2.0,2.0,0.0,Bogor
3700000000.0,200.0,127.0,3.0,3.0,0.0,Bogor
900000000.0,90.0,90.0,2.0,1.0,0.0,Bogor
2500000000.0,300.0,180.0,4.0,4.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
3700000000.0,200.0,127.0,3.0,3.0,0.0,Bogor
1500000000.0,141.0,141.0,5.0,3.0,0.0,Bogor
575000000.0,65.0,81.0,3.0,2.0,0.0,Bogor
825000000.0,65.0,90.0,2.0,2.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
900000000.0,90.0,90.0,2.0,1.0,0.0,Bogor
2500000000.0,300.0,180.0,4.0,4.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1250000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
775000000.0,44.0,105.0,2.0,1.0,0.0,Bogor
1100000000.0,60.0,90.0,1.0,1.0,0.0,Bogor
1250000000.0,88.0,144.0,3.0,2.0,0.0,Bogor
950000000.0,50.0,108.0,2.0,1.0,0.0,Bogor
1000000000.0,63.0,150.0,2.0,1.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
945000000.0,70.0,90.0,3.0,1.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
775000000.0,44.0,105.0,2.0,1.0,0.0,Bogor
1650000000.0,89.0,84.0,3.0,2.0,0.0,Bogor
1250000000.0,88.0,140.0,3.0,2.0,0.0,Bogor
1800000000.0,90.0,224.0,2.0,1.0,1.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
570000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
2300000000.0,185.0,133.0,3.0,2.0,0.0,Bogor
600000000.0,54.0,72.0,3.0,2.0,2.0,Bogor
3500000000.0,188.0,242.0,2.0,2.0,0.0,Bogor
1900000000.0,100.0,224.0,2.0,2.0,2.0,Bogor
2300000000.0,185.0,133.0,3.0,3.0,0.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2100000000.0,105.0,120.0,3.0,3.0,1.0,Bogor
1600000000.0,120.0,180.0,2.0,1.0,1.0,Bogor
1700000000.0,160.0,108.0,3.0,3.0,0.0,Bogor
800000000.0,120.0,120.0,3.0,3.0,0.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,1.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,1.0,Bogor
1800000000.0,130.0,12.0,3.0,2.0,1.0,Bogor
1100000000.0,120.0,90.0,4.0,3.0,0.0,Bogor
1150000000.0,150.0,90.0,3.0,2.0,0.0,Bogor
725000000.0,150.0,120.0,5.0,4.0,0.0,Bogor
1650000000.0,120.0,232.0,3.0,1.0,1.0,Bogor
1100000000.0,60.0,90.0,2.0,2.0,0.0,Bogor
1600000000.0,100.0,248.0,2.0,1.0,0.0,Bogor
1350000000.0,100.0,108.0,3.0,2.0,0.0,Bogor
850000000.0,65.0,90.0,2.0,2.0,0.0,Bogor
1350000000.0,53.0,211.0,2.0,1.0,0.0,Bogor
1150000000.0,100.0,78.0,3.0,3.0,0.0,Bogor
3850000000.0,220.0,224.0,4.0,3.0,2.0,Bogor
800000000.0,120.0,120.0,3.0,3.0,0.0,Bogor
1700000000.0,120.0,171.0,3.0,3.0,1.0,Bogor
4500000000.0,240.0,234.0,4.0,3.0,0.0,Bogor
1300000000.0,120.0,176.0,3.0,2.0,1.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
2750000000.0,221.0,220.0,4.0,3.0,2.0,Bogor
585000000.0,60.0,90.0,2.0,2.0,0.0,Bogor
2300000000.0,200.0,228.0,3.0,3.0,1.0,Bogor
2500000000.0,200.0,230.0,3.0,3.0,1.0,Bogor
4400000000.0,200.0,234.0,4.0,4.0,1.0,Bogor
1800000000.0,100.0,120.0,3.0,3.0,0.0,Bogor
675000000.0,53.0,108.0,2.0,1.0,0.0,Bogor
2300000000.0,180.0,216.0,4.0,3.0,1.0,Bogor
1600000000.0,100.0,180.0,2.0,1.0,1.0,Bogor
1700000000.0,120.0,120.0,3.0,3.0,0.0,Bogor
1700000000.0,160.0,108.0,3.0,3.0,1.0,Bogor
800000000.0,100.0,120.0,3.0,3.0,1.0,Bogor
1150000000.0,120.0,90.0,3.0,2.0,1.0,Bogor
2500000000.0,235.0,120.0,5.0,5.0,0.0,Bogor
585000000.0,120.0,60.0,2.0,2.0,0.0,Bogor
495000000.0,50.0,81.0,2.0,1.0,0.0,Bogor
4700000000.0,179.0,181.0,4.0,4.0,0.0,Bogor
300000000.0,36.0,60.0,2.0,1.0,0.0,Bogor
630000000.0,70.0,84.0,2.0,1.0,0.0,Bogor
1680000000.0,90.0,200.0,3.0,2.0,1.0,Bogor
630000000.0,70.0,84.0,2.0,1.0,1.0,Bogor
599000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
890000000.0,55.0,60.0,2.0,2.0,0.0,Bogor
810000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
630000000.0,70.0,84.0,2.0,1.0,0.0,Bogor
599000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
600000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
1200000000.0,78.0,98.0,2.0,3.0,1.0,Bogor
499000000.0,30.0,60.0,2.0,1.0,0.0,Bogor
810000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
810000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
630000000.0,70.0,84.0,2.0,1.0,1.0,Bogor
599000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
810000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
630000000.0,70.0,84.0,2.0,1.0,1.0,Bogor
599000000.0,60.0,72.0,2.0,1.0,1.0,Bogor
351000000.0,32.0,60.0,2.0,1.0,0.0,Bogor
325000000.0,38.0,90.0,2.0,1.0,0.0,Bogor
245000000.0,72.0,36.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
250000000.0,22.0,72.0,1.0,1.0,1.0,Bogor
375000000.0,68.0,112.0,3.0,2.0,1.0,Bogor
975000000.0,100.0,200.0,3.0,2.0,2.0,Bogor
325000000.0,60.0,72.0,2.0,1.0,1.0,Bogor
1450000000.0,100.0,105.0,3.0,2.0,0.0,Bogor
1450000000.0,100.0,105.0,3.0,2.0,0.0,Bogor
500000000.0,51.0,60.0,3.0,2.0,2.0,Bogor
1500000000.0,79.0,120.0,2.0,1.0,1.0,Bogor
359000000.0,75.0,90.0,3.0,2.0,0.0,Bogor
350000000.0,38.0,60.0,2.0,1.0,0.0,Bogor
168000000.0,29.0,60.0,2.0,1.0,0.0,Bogor
195000000.0,21.0,72.0,2.0,1.0,1.0,Bogor
280000000.0,36.0,90.0,2.0,1.0,1.0,Bogor
530000000.0,30.0,60.0,2.0,1.0,0.0,Bogor
493000000.0,23.0,60.0,1.0,1.0,0.0,Bogor
130000000.0,45.0,150.0,2.0,1.0,2.0,Bogor
475000000.0,36.0,105.0,2.0,1.0,1.0,Bogor
500000000.0,50.0,72.0,2.0,1.0,0.0,Bogor
525000000.0,50.0,72.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
660000000.0,45.0,84.0,2.0,1.0,0.0,Bogor
700000000.0,45.0,84.0,2.0,2.0,0.0,Bogor
333000000.0,36.0,62.0,2.0,1.0,0.0,Bogor
525000000.0,50.0,72.0,2.0,1.0,0.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,1.0,Bogor
780000000.0,85.0,116.0,3.0,2.0,1.0,Bogor
600000000.0,56.0,66.0,3.0,2.0,2.0,Bogor
600000000.0,56.0,66.0,3.0,2.0,0.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,1.0,Bogor
780000000.0,85.0,116.0,3.0,2.0,1.0,Bogor
780000000.0,85.0,116.0,3.0,2.0,1.0,Bogor
780000000.0,85.0,116.0,3.0,2.0,1.0,Bogor
555000000.0,80.0,96.0,2.0,2.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
530000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
930000000.0,39.0,84.0,2.0,1.0,0.0,Bogor
900000000.0,45.0,81.0,2.0,1.0,0.0,Bogor
1080000000.0,60.0,104.0,2.0,2.0,1.0,Bogor
500000000.0,36.0,68.0,2.0,1.0,0.0,Bogor
1080000000.0,65.0,60.0,2.0,2.0,1.0,Bogor
930000000.0,39.0,84.0,2.0,1.0,0.0,Bogor
1080000000.0,60.0,104.0,2.0,2.0,1.0,Bogor
960000000.0,51.0,81.0,3.0,2.0,0.0,Bogor
1400000000.0,98.0,120.0,4.0,4.0,0.0,Bogor
500000000.0,36.0,68.0,2.0,1.0,0.0,Bogor
900000000.0,45.0,81.0,2.0,1.0,1.0,Bogor
1150000000.0,70.0,94.0,3.0,2.0,0.0,Bogor
1400000000.0,98.0,120.0,4.0,4.0,0.0,Bogor
1080000000.0,65.0,60.0,2.0,2.0,1.0,Bogor
930000000.0,39.0,84.0,2.0,1.0,1.0,Bogor
900000000.0,45.0,81.0,2.0,1.0,1.0,Bogor
1150000000.0,70.0,94.0,3.0,2.0,0.0,Bogor
530000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
599000000.0,36.0,90.0,2.0,2.0,1.0,Bogor
1400000000.0,98.0,120.0,4.0,4.0,0.0,Bogor
500000000.0,36.0,68.0,2.0,1.0,1.0,Bogor
1080000000.0,65.0,60.0,2.0,2.0,1.0,Bogor
930000000.0,84.0,39.0,2.0,1.0,1.0,Bogor
900000000.0,45.0,81.0,2.0,1.0,1.0,Bogor
530000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
530000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
530000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
500000000.0,36.0,68.0,2.0,1.0,0.0,Bogor
1080000000.0,65.0,60.0,2.0,2.0,1.0,Bogor
930000000.0,39.0,84.0,2.0,1.0,0.0,Bogor
900000000.0,45.0,81.0,2.0,1.0,1.0,Bogor
960000000.0,51.0,81.0,3.0,2.0,0.0,Bogor
1400000000.0,98.0,120.0,4.0,4.0,0.0,Bogor
530000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
1080000000.0,60.0,104.0,2.0,2.0,1.0,Bogor
1150000000.0,70.0,94.0,3.0,2.0,0.0,Bogor
800000000.0,39.0,72.0,2.0,1.0,1.0,Bogor
637000000.0,60.0,65.0,3.0,2.0,0.0,Bogor
755000000.0,60.0,78.0,3.0,2.0,0.0,Bogor
685000000.0,60.0,64.0,3.0,2.0,0.0,Bogor
438000000.0,35.0,60.0,2.0,1.0,0.0,Bogor
438000000.0,36.0,63.0,2.0,1.0,1.0,Bogor
1090000000.0,87.0,65.0,3.0,2.0,0.0,Bogor
570000000.0,80.0,90.0,3.0,2.0,0.0,Bogor
600000000.0,100.0,112.0,3.0,2.0,0.0,Bogor
435000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
960000000.0,94.0,60.0,2.0,2.0,0.0,Bogor
466000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
500000000.0,45.0,83.0,2.0,1.0,1.0,Bogor
1620000000.0,180.0,104.0,5.0,2.0,0.0,Bogor
375000000.0,45.0,60.0,2.0,1.0,0.0,Bogor
1620000000.0,180.0,104.0,5.0,2.0,0.0,Bogor
810000000.0,45.0,105.0,2.0,1.0,1.0,Bogor
1140000000.0,76.0,84.0,3.0,2.0,1.0,Bogor
1080000000.0,84.0,84.0,3.0,2.0,1.0,Bogor
195000000.0,36.0,40.0,2.0,1.0,1.0,Bogor
500000000.0,38.0,75.0,2.0,1.0,1.0,Bogor
100000000.0,36.0,55.0,2.0,1.0,1.0,Bogor
200000000.0,36.0,45.0,3.0,1.0,1.0,Bogor
275000000.0,40.0,60.0,2.0,1.0,1.0,Bogor
400000000.0,45.0,84.0,2.0,1.0,2.0,Bogor
400000000.0,45.0,84.0,2.0,1.0,2.0,Bogor
456000000.0,39.0,72.0,2.0,1.0,0.0,Bogor
473000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
275000000.0,40.0,60.0,2.0,1.0,1.0,Bogor
275000000.0,40.0,60.0,2.0,1.0,1.0,Bogor
160000000.0,42.0,42.0,2.0,1.0,1.0,Bogor
399000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
225000000.0,36.0,60.0,2.0,1.0,0.0,Bogor
790000000.0,147.0,150.0,4.0,4.0,0.0,Bogor
150000000.0,36.0,55.0,2.0,1.0,1.0,Bogor
135000000.0,38.0,38.0,3.0,1.0,0.0,Bogor
437000000.0,36.0,113.0,2.0,1.0,0.0,Bogor
250000000.0,55.0,60.0,2.0,1.0,0.0,Bogor
125000000.0,30.0,30.0,2.0,1.0,0.0,Bogor
135000000.0,38.0,38.0,2.0,1.0,0.0,Bogor
100000000.0,36.0,55.0,2.0,1.0,1.0,Bogor
150000000.0,40.0,40.0,2.0,1.0,0.0,Bogor
100000000.0,36.0,55.0,2.0,1.0,1.0,Bogor
172000000.0,45.0,45.0,2.0,1.0,0.0,Bogor
2400000000.0,200.0,153.0,4.0,3.0,0.0,Bogor
650000000.0,33.0,66.0,2.0,1.0,1.0,Bogor
1700000000.0,96.0,84.0,2.0,2.0,0.0,Bogor
650000000.0,33.0,66.0,2.0,1.0,1.0,Bogor
800000000.0,45.0,101.0,3.0,2.0,1.0,Bogor
840000000.0,48.0,84.0,2.0,1.0,0.0,Bogor
945000000.0,60.0,105.0,2.0,1.0,1.0,Bogor
1020000000.0,50.0,86.0,2.0,1.0,1.0,Bogor
1080000000.0,84.0,84.0,3.0,2.0,1.0,Bogor
699000000.0,40.0,88.0,2.0,1.0,0.0,Bogor
810000000.0,45.0,105.0,2.0,1.0,1.0,Bogor
1380000000.0,150.0,105.0,3.0,2.0,1.0,Bogor
699000000.0,40.0,88.0,2.0,1.0,0.0,Bogor
1500000000.0,104.0,164.0,3.0,3.0,1.0,Bogor
1080000000.0,84.0,84.0,3.0,2.0,1.0,Bogor
810000000.0,45.0,105.0,2.0,1.0,1.0,Bogor
1080000000.0,84.0,84.0,3.0,2.0,1.0,Bogor
780000000.0,68.0,98.0,3.0,1.0,1.0,Bogor
800000000.0,71.0,96.0,2.0,1.0,0.0,Bogor
840000000.0,180.0,90.0,3.0,4.0,0.0,Bogor
699000000.0,40.0,88.0,2.0,1.0,0.0,Bogor
650000000.0,53.0,88.0,2.0,1.0,0.0,Bogor
1140000000.0,76.0,84.0,3.0,2.0,1.0,Bogor
1140000000.0,76.0,84.0,3.0,2.0,1.0,Bogor
1380000000.0,150.0,105.0,3.0,2.0,1.0,Bogor
1080000000.0,84.0,84.0,3.0,2.0,1.0,Bogor
1140000000.0,76.0,84.0,3.0,2.0,1.0,Bogor
1140000000.0,76.0,84.0,3.0,2.0,1.0,Bogor
